RMSE ACC MSR_Validate
0.0379072 0.77 0.148624
0.0361904 0.77 0.148841
0.0346841 0.75 0.148936
0.0331959 0.75 0.148867
0.0320023 0.72 0.148967
0.030789 0.72 0.149106
0.0296249 0.72 0.149236
0.0286355 0.72 0.149404
0.0275268 0.72 0.1494
0.0266338 0.72 0.149483
0.194609 0.76 0.151151
0.166414 0.77 0.144635
0.174883 0.76 0.141531
0.144893 0.8 0.148066
0.150986 0.76 0.136608
0.110107 0.82 0.134099
0.0917935 0.77 0.129206
0.0810694 0.82 0.128111
0.0726726 0.82 0.125498
0.0673385 0.82 0.124372
0.0624449 0.77 0.122966
0.0582054 0.77 0.121468
0.0545241 0.77 0.120152
0.0510151 0.77 0.118952
0.0478487 0.77 0.118317
0.0451067 0.77 0.117617
0.0427265 0.77 0.117054
0.0405371 0.78 0.116497
0.038572 0.78 0.116012
0.0367418 0.78 0.115549
0.0351164 0.78 0.115096
0.0337004 0.78 0.114707
0.0323488 0.78 0.114338
0.0311124 0.78 0.114
0.0300039 0.78 0.113706
0.0973066 0.71 0.135337
0.0863102 0.71 0.133947
0.0757584 0.71 0.13351
0.071009 0.73 0.133466
0.064801 0.73 0.13563
0.0602379 0.75 0.138975
0.0557867 0.76 0.142306
0.0519476 0.76 0.146016
0.0487804 0.77 0.149555
0.0459712 0.76 0.152318
0.0433048 0.76 0.155381
0.0405606 0.77 0.157285
0.0380034 0.77 0.158772
0.035563 0.77 0.159706
0.0333971 0.77 0.160276
0.031624 0.77 0.160694
0.0299928 0.77 0.161153
0.0285635 0.77 0.16143
0.0274166 0.77 0.161778
0.0263048 0.77 0.161815
0.0252654 0.77 0.162064
0.0242907 0.77 0.162302
0.0235086 0.77 0.162355
0.0227362 0.77 0.162324
0.0219753 0.77 0.161847
0.151762 0.79 0.130168
0.110507 0.75 0.132478
0.0993884 0.76 0.134068
0.089927 0.76 0.133534
0.082686 0.76 0.133383
0.0754058 0.76 0.132735
0.0685845 0.73 0.131912
0.0628877 0.73 0.131536
0.057688 0.73 0.131245
0.05374 0.73 0.131058
0.0504464 0.73 0.130857
0.0469237 0.73 0.13068
0.0438884 0.73 0.130502
0.0411795 0.73 0.130599
0.0390128 0.73 0.130571
0.0369449 0.73 0.130645
0.0352364 0.73 0.130542
0.0336959 0.73 0.13016
0.0323557 0.73 0.130106
0.0312928 0.73 0.129887
0.0301573 0.73 0.129821
0.0291862 0.73 0.129582
0.0282616 0.73 0.129472
0.0274604 0.73 0.12944
0.0265613 0.73 0.129221
0.0257788 0.73 0.129071
0.132445 0.74 0.114452
0.0984256 0.74 0.118299
0.0818214 0.74 0.124733
0.0713527 0.74 0.126763
0.0643355 0.74 0.128636
0.0571404 0.76 0.129243
0.0544656 0.74 0.131326
0.0504894 0.74 0.132643
0.0482718 0.75 0.133076
0.0468151 0.77 0.136442
0.0449929 0.76 0.140075
0.0414112 0.76 0.142603
0.0374758 0.76 0.142913
0.0342674 0.76 0.142092
0.0317503 0.76 0.141671
0.0296178 0.76 0.141038
0.0277809 0.76 0.139725
0.0260115 0.76 0.139251
0.0245802 0.76 0.138166
0.0230567 0.76 0.137347
0.0218098 0.76 0.136958
0.0207146 0.76 0.136111
0.0196875 0.76 0.135834
0.018848 0.76 0.135215
0.0180236 0.76 0.134598
0.0173137 0.76 0.134322
0.124527 0.76 0.161507
0.0966492 0.7 0.127766
0.0799704 0.83 0.14537
0.0631735 0.82 0.128837
0.0483202 0.8 0.134235
0.0402209 0.8 0.131759
0.0348185 0.8 0.131094
0.0319414 0.8 0.130272
0.0300043 0.8 0.129862
0.0286077 0.8 0.12948
0.0275555 0.8 0.129182
0.0265921 0.8 0.128919
0.025732 0.8 0.12863
0.0249149 0.8 0.128238
0.0240916 0.8 0.127912
0.0232715 0.8 0.127561
0.0224645 0.8 0.127171
0.0216207 0.8 0.126796
0.0207813 0.8 0.126446
0.0199644 0.8 0.126098
0.0191657 0.8 0.125881
0.0184356 0.8 0.125668
0.0177493 0.81 0.125527
0.0171313 0.81 0.125353
0.0165546 0.81 0.125245
0.118942 0.83 0.105944
0.104199 0.82 0.101976
0.0901275 0.82 0.10148
0.0771173 0.84 0.102278
0.0659881 0.84 0.105209
0.0567905 0.84 0.107543
0.0511273 0.84 0.109757
0.0465132 0.83 0.111126
0.0425686 0.85 0.112294
0.0391464 0.85 0.113277
0.0361045 0.82 0.113901
0.0334052 0.82 0.114248
0.0310736 0.82 0.114389
0.0289322 0.82 0.114806
0.0270991 0.82 0.114784
0.0254503 0.82 0.115
0.0239842 0.82 0.115338
0.0227283 0.82 0.115514
0.0215605 0.8 0.115889
0.0205638 0.8 0.116098
0.0196251 0.8 0.116402
0.0188052 0.8 0.116602
0.0180142 0.8 0.116919
0.0173265 0.8 0.117087
0.016672 0.8 0.117303
0.151506 0.73 0.16809
0.145545 0.74 0.154883
0.128457 0.77 0.159294
0.119934 0.72 0.152094
0.110734 0.72 0.163786
0.099288 0.73 0.160048
0.0866985 0.73 0.166013
0.0757747 0.73 0.160407
0.0694862 0.73 0.170517
0.0604319 0.73 0.154724
0.0590532 0.73 0.170162
0.0498927 0.73 0.155906
0.048496 0.73 0.164393
0.0422064 0.73 0.159832
0.0403544 0.73 0.161292
0.0380702 0.73 0.160347
0.0364956 0.73 0.159995
0.0349753 0.72 0.159159
0.0337098 0.72 0.159004
0.0325882 0.72 0.15875
0.0315123 0.75 0.158975
0.0303512 0.75 0.158791
0.0294453 0.75 0.158805
0.0284707 0.75 0.157621
0.0274107 0.75 0.157476
0.026582 0.75 0.156961
0.158089 0.76 0.128346
0.148196 0.75 0.126985
0.132289 0.76 0.120719
0.118686 0.79 0.12666
0.10411 0.78 0.115994
0.0651888 0.78 0.11416
0.0459462 0.78 0.113577
0.0389979 0.78 0.113307
0.0370917 0.78 0.113581
0.0351248 0.78 0.113883
0.0333231 0.78 0.114007
0.0316318 0.78 0.114229
0.030102 0.77 0.114412
0.0287608 0.77 0.114447
0.0275402 0.77 0.11438
0.0264684 0.79 0.114425
0.0255143 0.79 0.114442
0.0246633 0.79 0.114414
0.0239065 0.79 0.114301
0.0232156 0.79 0.114216
0.0225717 0.79 0.114136
0.0219487 0.79 0.114099
0.0213315 0.79 0.11419
0.0206836 0.79 0.114263
0.0200757 0.79 0.114272
0.152157 0.72 0.156361
0.123513 0.71 0.150486
0.0926188 0.71 0.154266
0.0784449 0.71 0.149337
0.0620472 0.75 0.14796
0.0534589 0.78 0.14762
0.0475502 0.8 0.147999
0.0428401 0.76 0.148311
0.0390211 0.76 0.148591
0.035778 0.76 0.148616
0.0328668 0.76 0.148804
0.0300607 0.76 0.14846
0.0274048 0.76 0.148638
0.0252922 0.76 0.148294
0.0233592 0.76 0.14835
0.0215807 0.76 0.148082
0.0200058 0.76 0.147819
0.0186515 0.76 0.147533
0.0174443 0.76 0.147195
0.0163827 0.76 0.146933
0.0154679 0.76 0.146637
0.0146619 0.76 0.146486
0.0139642 0.76 0.146212
0.013318 0.76 0.145982
0.0127422 0.76 0.145846
0.0122327 0.76 0.14561
0.0847811 0.68 0.155294
0.063531 0.68 0.156277
0.0552451 0.68 0.156712
0.0493603 0.68 0.156827
0.045169 0.68 0.157242
0.0415293 0.68 0.157764
0.0383095 0.68 0.158222
0.0354067 0.68 0.158349
0.0328927 0.68 0.158261
0.0308568 0.68 0.158181
0.0292185 0.68 0.158144
0.02786 0.68 0.158135
0.026715 0.68 0.158131
0.025723 0.68 0.158138
0.0248462 0.68 0.158167
0.024061 0.65 0.158206
0.0233456 0.65 0.158303
0.0226818 0.65 0.158378
0.0220713 0.65 0.15848
0.0214981 0.65 0.158541
0.0209567 0.65 0.158576
0.0204345 0.65 0.158595
0.0199438 0.65 0.158304
0.0194934 0.65 0.158069
0.0190394 0.65 0.157873
0.0185949 0.65 0.157704
0.128844 0.81 0.130701
0.086907 0.84 0.130643
0.0734174 0.82 0.137742
0.072093 0.79 0.137475
0.0688912 0.79 0.139353
0.0671726 0.79 0.140703
0.0648662 0.79 0.143617
0.0620628 0.79 0.145307
0.0585274 0.79 0.147089
0.0555062 0.79 0.14813
0.0526777 0.77 0.148971
0.0501757 0.77 0.149759
0.0479229 0.77 0.150336
0.0459006 0.74 0.150961
0.0440996 0.74 0.151474
0.042471 0.74 0.151997
0.0409688 0.74 0.152313
0.0394781 0.74 0.152615
0.0380741 0.74 0.152858
0.0368108 0.74 0.152976
0.0356613 0.74 0.153168
0.0345747 0.74 0.15328
0.0335731 0.74 0.153453
0.0326506 0.74 0.153511
0.0317583 0.75 0.153518
0.0309218 0.75 0.153612
0.0892856 0.76 0.123951
0.0588136 0.82 0.11598
0.0412138 0.82 0.124541
0.035514 0.82 0.120528
0.0318291 0.82 0.124043
0.0270598 0.82 0.122948
0.0234756 0.82 0.122757
0.0213339 0.82 0.122381
0.0195242 0.82 0.122363
0.0182025 0.82 0.122183
0.0169894 0.82 0.122191
0.0160512 0.82 0.122138
0.0152149 0.82 0.122126
0.014495 0.82 0.122115
0.0138587 0.82 0.122113
0.0132929 0.82 0.122113
0.0127829 0.82 0.122114
0.0123225 0.79 0.12213
0.0119067 0.79 0.122132
0.0115333 0.79 0.122178
0.0111979 0.79 0.122178
0.0108739 0.79 0.122195
0.0105833 0.79 0.122191
0.0103033 0.79 0.12218
0.0100449 0.79 0.12217
0.128151 0.87 0.103967
0.119806 0.85 0.114096
0.0990744 0.82 0.112722
0.0978295 0.83 0.11422
0.0918421 0.82 0.115437
0.0869788 0.82 0.11105
0.0755714 0.86 0.112677
0.0698994 0.81 0.110802
0.0611899 0.86 0.110971
0.0560788 0.81 0.112903
0.0532818 0.86 0.110248
0.0451364 0.81 0.110798
0.0429752 0.86 0.10891
0.0357771 0.83 0.107776
0.0327124 0.84 0.107563
0.0287953 0.83 0.106646
0.0258572 0.83 0.107043
0.0244668 0.83 0.107071
0.0237016 0.83 0.107273
0.0230534 0.83 0.107802
0.0225316 0.83 0.107962
0.0219763 0.83 0.108131
0.0214647 0.83 0.108311
0.0209867 0.83 0.108519
0.0205289 0.83 0.108725
0.129073 0.69 0.168565
0.0666287 0.7 0.171164
0.0647609 0.73 0.168265
0.053364 0.73 0.170862
0.0526914 0.73 0.165778
0.0407541 0.73 0.169359
0.0428202 0.71 0.165574
0.0334816 0.73 0.171102
0.0353054 0.71 0.167475
0.0285116 0.71 0.171949
0.029153 0.71 0.170757
0.0253353 0.7 0.173504
0.0250689 0.71 0.173799
0.0228083 0.71 0.175343
0.0215754 0.71 0.176051
0.0200852 0.71 0.177106
0.0191232 0.71 0.177876
0.018287 0.71 0.178595
0.0176524 0.71 0.178634
0.0170559 0.71 0.178558
0.0164269 0.71 0.178452
0.0157369 0.71 0.178345
0.0149873 0.71 0.178236
0.0141939 0.71 0.178148
0.0134545 0.71 0.178854
0.0129242 0.71 0.177999
0.103523 0.75 0.12574
0.0572258 0.74 0.12791
0.0451981 0.71 0.128701
0.0372368 0.69 0.127903
0.0332076 0.69 0.127074
0.0306211 0.71 0.126513
0.0284915 0.74 0.12597
0.0266277 0.74 0.125355
0.0249597 0.74 0.124778
0.0235201 0.74 0.124232
0.0222971 0.74 0.123725
0.0212527 0.77 0.12327
0.0203512 0.77 0.122872
0.0195632 0.77 0.122536
0.0188602 0.77 0.122244
0.0182262 0.77 0.122011
0.0176576 0.77 0.121836
0.0171322 0.77 0.121678
0.016645 0.77 0.121552
0.0161835 0.77 0.121487
0.0157387 0.77 0.121439
0.0153116 0.77 0.121375
0.0149295 0.77 0.121379
0.0145639 0.77 0.121373
0.117252 0.86 0.108684
0.079823 0.86 0.106308
0.0529888 0.86 0.10486
0.0443116 0.86 0.10305
0.0397663 0.89 0.102749
0.0355276 0.88 0.102212
0.0321876 0.88 0.101921
0.0294971 0.88 0.101667
0.0274009 0.88 0.101336
0.0256223 0.88 0.101247
0.0241062 0.88 0.100949
0.0227887 0.88 0.100878
0.0215985 0.88 0.10063
0.0205743 0.88 0.100581
0.0196203 0.84 0.100332
0.0188204 0.84 0.100258
0.0180156 0.84 0.100014
0.0173361 0.84 0.0999434
0.0166457 0.84 0.0998701
0.0160611 0.84 0.0996271
0.0155516 0.84 0.0995854
0.0150442 0.84 0.0994112
0.0146058 0.84 0.0993701
0.0141595 0.84 0.0992133
0.0137989 0.84 0.0991507
0.0134048 0.84 0.0990903
0.129517 0.8 0.119905
0.0959245 0.84 0.113592
0.0765954 0.8 0.112418
0.0709762 0.81 0.113203
0.0664294 0.86 0.112824
0.0628016 0.86 0.113417
0.0595198 0.82 0.114351
0.0569999 0.82 0.115502
0.054583 0.82 0.116796
0.0520187 0.83 0.118531
0.049359 0.83 0.119974
0.0466146 0.83 0.121119
0.0439286 0.83 0.122057
0.0414536 0.83 0.122979
0.039228 0.81 0.123743
0.0372351 0.81 0.12444
0.035272 0.81 0.125016
0.0333843 0.81 0.125331
0.0314917 0.81 0.125595
0.0297866 0.85 0.125676
0.0282922 0.84 0.125718
0.0269963 0.84 0.125478
0.0258354 0.84 0.125326
0.0248081 0.84 0.1251
0.178765 0.84 0.0869742
0.132772 0.75 0.121076
0.125342 0.78 0.101637
0.0992986 0.77 0.117512
0.0917566 0.79 0.113059
0.0857427 0.76 0.123719
0.0820781 0.78 0.11612
0.0746191 0.76 0.127243
0.0754531 0.8 0.119665
0.0646178 0.77 0.127179
0.0650207 0.79 0.122849
0.0588151 0.79 0.127113
0.0579017 0.79 0.12789
0.0552178 0.79 0.1299
0.0536824 0.79 0.131062
0.0517475 0.79 0.132215
0.0500008 0.79 0.13295
0.0485984 0.79 0.132911
0.0466383 0.79 0.133223
0.0451442 0.79 0.133475
0.0436332 0.79 0.13348
0.0422164 0.79 0.133355
0.0409417 0.79 0.133198
0.0397275 0.79 0.133164
0.038606 0.79 0.133008
0.0375272 0.79 0.132871
0.162083 0.83 0.112458
0.100328 0.88 0.106577
0.0944679 0.88 0.104474
0.0890348 0.85 0.103612
0.0821993 0.85 0.103796
0.0753143 0.84 0.104394
0.0688728 0.84 0.105159
0.0639155 0.84 0.105823
0.0599465 0.84 0.106235
0.0568595 0.84 0.10636
0.0541689 0.84 0.107123
0.0523154 0.84 0.107311
0.0504228 0.84 0.107736
0.0488662 0.84 0.107422
0.0474711 0.84 0.10835
0.0457972 0.84 0.107655
0.0440219 0.82 0.108515
0.0428285 0.82 0.107841
0.0408943 0.79 0.109022
0.0398636 0.79 0.108388
0.0377036 0.79 0.10904
0.0365999 0.79 0.108459
0.0350836 0.79 0.109629
0.0344095 0.8 0.109175
0.0327267 0.8 0.110393
0.0323914 0.8 0.109256
0.112399 0.65 0.163669
0.0721796 0.67 0.151142
0.0594422 0.69 0.147646
0.051417 0.69 0.145422
0.0455864 0.69 0.144125
0.0411885 0.69 0.143505
0.0377788 0.69 0.142777
0.0352709 0.69 0.141936
0.0335144 0.69 0.141432
0.0322877 0.69 0.14069
0.0313117 0.69 0.140158
0.0305103 0.69 0.139827
0.0298538 0.69 0.139641
0.0293212 0.69 0.139509
0.028648 0.69 0.139694
0.0283217 0.69 0.139743
0.0277336 0.69 0.140125
0.0272382 0.69 0.140341
0.026813 0.69 0.140785
0.0264838 0.69 0.141053
0.0260295 0.69 0.141506
0.0254706 0.69 0.141837
0.0250152 0.69 0.142298
0.0244028 0.69 0.142653
0.0236665 0.69 0.142924
0.0228902 0.69 0.143269
0.153792 0.85 0.0816095
0.122538 0.88 0.0853856
0.109707 0.87 0.086551
0.104182 0.89 0.0840947
0.0960979 0.89 0.0859314
0.093222 0.89 0.0835032
0.088155 0.88 0.0860588
0.0856586 0.88 0.0837569
0.0832884 0.87 0.0856873
0.0736794 0.88 0.0866213
0.0685667 0.88 0.085838
0.0644895 0.88 0.0892905
0.0624874 0.89 0.0873205
0.0588281 0.89 0.0912966
0.0576105 0.87 0.0897512
0.054643 0.87 0.092955
0.05319 0.9 0.0924629
0.0503273 0.9 0.0947265
0.0487744 0.9 0.0939071
0.0460023 0.9 0.0959404
0.0446157 0.9 0.095463
0.0422645 0.9 0.0967827
0.0410881 0.9 0.0969095
0.0393626 0.9 0.0978573
0.0383074 0.9 0.0976492
0.0366319 0.9 0.0985026
0.102023 0.87 0.0958818
0.0783099 0.87 0.102332
0.0670522 0.87 0.10528
0.0598359 0.87 0.108469
0.054903 0.87 0.110373
0.0508154 0.87 0.111894
0.0471873 0.87 0.112221
0.0439435 0.87 0.112004
0.0411528 0.87 0.11207
0.0385522 0.87 0.111871
0.0365464 0.87 0.111702
0.0346078 0.87 0.111504
0.0329634 0.87 0.111247
0.0315365 0.87 0.110988
0.0303016 0.87 0.110824
0.0291482 0.87 0.110674
0.0280527 0.87 0.110496
0.0270132 0.87 0.110323
0.0259683 0.85 0.110176
0.0249663 0.85 0.110096
0.0240025 0.85 0.110078
0.0231036 0.85 0.1101
0.0222768 0.85 0.110189
0.0215225 0.85 0.110292
0.0208338 0.85 0.110399
0.141549 0.81 0.101534
0.110876 0.8 0.105998
0.0973883 0.8 0.111418
0.088298 0.8 0.114135
0.0820322 0.8 0.118438
0.0779783 0.77 0.120394
0.0736588 0.77 0.121632
0.0698814 0.77 0.122416
0.0674024 0.77 0.123887
0.065503 0.77 0.126536
0.0627226 0.77 0.129035
0.060049 0.77 0.132728
0.0562864 0.77 0.135469
0.0520719 0.75 0.138769
0.0484278 0.75 0.141767
0.0449353 0.75 0.144077
0.041905 0.75 0.144809
0.0389733 0.75 0.145606
0.0363594 0.75 0.14629
0.0340192 0.75 0.146875
0.0319718 0.75 0.14737
0.0301468 0.75 0.14792
0.0285145 0.75 0.148388
0.0270258 0.75 0.148777
0.0256942 0.75 0.149101
0.0244968 0.75 0.149369
0.145631 0.87 0.0905279
0.103241 0.87 0.0869115
0.0752726 0.87 0.0859098
0.0673526 0.87 0.0856553
0.0621316 0.87 0.0858187
0.0571084 0.87 0.0857165
0.0524008 0.87 0.0855255
0.0487142 0.87 0.0854328
0.0457994 0.87 0.0854026
0.0435535 0.86 0.0853735
0.0416954 0.86 0.0853589
0.0400355 0.86 0.0853913
0.0385351 0.86 0.0853277
0.0371921 0.86 0.0851243
0.035867 0.86 0.084943
0.0345922 0.86 0.0847933
0.0333085 0.86 0.0846103
0.0319861 0.86 0.0844641
0.0306618 0.86 0.0843247
0.0292804 0.86 0.0841012
0.0277119 0.86 0.0838621
0.0263384 0.86 0.0836807
0.0250505 0.86 0.083503
0.0238474 0.86 0.0832845
0.0228062 0.86 0.0831191
0.0218366 0.86 0.0829554
0.116339 0.84 0.100598
0.104552 0.8 0.10474
0.0849567 0.84 0.103935
0.0733997 0.8 0.109217
0.0653652 0.83 0.10907
0.0605145 0.8 0.110167
0.0551375 0.83 0.110672
0.0530098 0.83 0.110525
0.0491063 0.83 0.111069
0.0479829 0.8 0.110965
0.0455869 0.8 0.111519
0.0444533 0.83 0.111691
0.0429731 0.83 0.111987
0.0418624 0.83 0.112439
0.0407802 0.83 0.112875
0.039673 0.84 0.113272
0.0387683 0.84 0.113937
0.037601 0.84 0.114431
0.0364901 0.84 0.114743
0.0352324 0.84 0.11508
0.0337736 0.84 0.115238
0.0322687 0.84 0.115463
0.0309627 0.84 0.11571
0.0296951 0.84 0.115916
0.0284901 0.84 0.115548
0.0268884 0.84 0.115614
0.127573 0.89 0.0731541
0.0753597 0.89 0.0762804
0.07229 0.88 0.0827827
0.0593345 0.91 0.0769834
0.0529299 0.91 0.0794747
0.0458405 0.91 0.0801959
0.040408 0.91 0.0797297
0.0368399 0.91 0.0785142
0.0342994 0.91 0.077736
0.0321253 0.91 0.0767187
0.0302662 0.91 0.0756922
0.0286521 0.91 0.0747647
0.0272343 0.91 0.0741628
0.0259783 0.91 0.073383
0.0248437 0.91 0.0727132
0.0238745 0.91 0.0721857
0.0229292 0.91 0.0716789
0.0220997 0.91 0.071103
0.0214577 0.91 0.0707555
0.02065 0.91 0.0702513
0.0201042 0.91 0.0700192
0.0193981 0.91 0.0695618
0.0189063 0.91 0.069345
0.0183297 0.91 0.0689187
0.0178631 0.91 0.0687424
0.13914 0.94 0.0824863
0.097895 0.97 0.0760585
0.0701244 0.9 0.085732
0.0645652 0.89 0.0856215
0.0559387 0.89 0.088863
0.0545056 0.89 0.0848384
0.0485718 0.89 0.0853619
0.0461355 0.89 0.0850391
0.0421244 0.89 0.0880405
0.0402184 0.89 0.0848289
0.0371818 0.88 0.08614
0.0350916 0.89 0.0856005
0.0331928 0.89 0.08663
0.0318072 0.87 0.0857222
0.0304239 0.87 0.0865631
0.0292675 0.87 0.0858806
0.0283327 0.87 0.0858008
0.0274332 0.87 0.0858795
0.0267485 0.87 0.0856252
0.0259441 0.87 0.0855584
0.0251875 0.87 0.0856367
0.024652 0.87 0.085416
0.0239596 0.87 0.0857185
0.023333 0.87 0.0853277
0.0229051 0.87 0.0855939
0.0222809 0.87 0.0854856
0.137366 0.85 0.122185
0.0920734 0.85 0.117924
0.0733685 0.85 0.114683
0.0615324 0.85 0.113212
0.0530287 0.8 0.112901
0.0463347 0.8 0.112749
0.0413161 0.8 0.112819
0.0374337 0.8 0.112821
0.0343327 0.8 0.112823
0.0318142 0.8 0.112806
0.0297718 0.8 0.112795
0.0280106 0.8 0.112847
0.0264677 0.8 0.112901
0.0250603 0.8 0.113013
0.0237464 0.8 0.113068
0.0225922 0.8 0.113163
0.0215286 0.8 0.113222
0.0205763 0.8 0.11332
0.0197132 0.8 0.113384
0.0189559 0.8 0.113482
0.0182349 0.8 0.113554
0.0175792 0.8 0.113687
0.016969 0.81 0.113756
0.0164078 0.81 0.113834
0.0158964 0.81 0.113931
0.0154136 0.81 0.11405
0.106765 0.72 0.13911
0.0733688 0.79 0.141379
0.0616123 0.79 0.139697
0.0561899 0.79 0.137775
0.0527928 0.79 0.1371
0.050155 0.79 0.136787
0.0471799 0.79 0.136285
0.0441204 0.79 0.135859
0.0413425 0.79 0.135521
0.0385684 0.79 0.135335
0.0357208 0.79 0.135085
0.0331094 0.79 0.134846
0.030757 0.79 0.13469
0.0286987 0.79 0.13463
0.0268528 0.79 0.134649
0.0252778 0.79 0.134698
0.0238749 0.79 0.134783
0.022644 0.79 0.134905
0.0215524 0.79 0.135032
0.0205992 0.79 0.135177
0.0197133 0.79 0.13533
0.0189166 0.79 0.135491
0.0181918 0.79 0.13566
0.0175214 0.79 0.135831
0.0169048 0.79 0.136006
0.0163431 0.79 0.136136
0.143012 0.83 0.0915135
0.0752661 0.82 0.0979812
0.0512224 0.82 0.102967
0.048882 0.82 0.105418
0.0453462 0.82 0.107377
0.0434973 0.82 0.108389
0.0412492 0.82 0.109747
0.0399543 0.8 0.110382
0.0384342 0.8 0.111261
0.0373585 0.8 0.111943
0.0363127 0.8 0.112444
0.0352482 0.8 0.112915
0.034221 0.8 0.112988
0.0329235 0.8 0.113063
0.0319291 0.8 0.112896
0.0302985 0.8 0.112976
0.0292929 0.8 0.112549
0.0275369 0.8 0.11266
0.0263151 0.8 0.112312
0.0245507 0.8 0.112308
0.0233025 0.8 0.111765
0.0217543 0.8 0.111643
0.0206404 0.81 0.111376
0.0195554 0.81 0.111074
0.0186019 0.81 0.110811
0.0178184 0.81 0.110509
0.121017 0.79 0.119136
0.076591 0.76 0.120531
0.0572286 0.77 0.120803
0.0531829 0.77 0.119985
0.0502595 0.77 0.119856
0.0474432 0.79 0.120035
0.0449836 0.79 0.120311
0.0423289 0.79 0.12052
0.0396463 0.78 0.120735
0.0372341 0.78 0.120894
0.0351565 0.78 0.121036
0.0333759 0.78 0.121169
0.0318322 0.78 0.12136
0.0304845 0.78 0.121542
0.0292777 0.78 0.121729
0.0281882 0.78 0.121855
0.0272016 0.78 0.122054
0.0263307 0.76 0.122427
0.025546 0.76 0.122617
0.0248766 0.76 0.122847
0.024213 0.76 0.123071
0.023604 0.76 0.123256
0.0230455 0.76 0.123492
0.0224931 0.76 0.123686
0.0219977 0.76 0.123887
0.187409 0.75 0.129023
0.145769 0.78 0.119996
0.137994 0.78 0.121768
0.119626 0.77 0.11536
0.0944213 0.78 0.112834
0.0720463 0.81 0.110404
0.0614947 0.79 0.11009
0.0543104 0.79 0.110611
0.0489898 0.79 0.110954
0.0450277 0.79 0.111794
0.0420781 0.79 0.11191
0.0393952 0.81 0.112214
0.0371012 0.81 0.112524
0.0352332 0.81 0.112765
0.0335257 0.8 0.112869
0.0320097 0.81 0.112987
0.0306449 0.81 0.113223
0.0294582 0.81 0.113086
0.0282369 0.77 0.113244
0.0271965 0.77 0.113288
0.0262655 0.77 0.11342
0.0254226 0.77 0.11359
0.0246468 0.77 0.113412
0.0239065 0.77 0.113516
0.0232439 0.77 0.11356
0.0225187 0.77 0.113654
0.0841379 0.76 0.125926
0.0722424 0.79 0.12794
0.0598264 0.75 0.129538
0.0535465 0.75 0.130948
0.0494351 0.75 0.133796
0.0459727 0.75 0.137109
0.0431592 0.72 0.138963
0.0404297 0.72 0.140569
0.0377154 0.72 0.141649
0.0351233 0.72 0.14205
0.0328136 0.72 0.142383
0.0308308 0.72 0.142907
0.0290168 0.72 0.143008
0.0274396 0.72 0.143467
0.0260458 0.72 0.143541
0.0247685 0.72 0.143544
0.0236444 0.72 0.143856
0.0226354 0.72 0.143827
0.0216673 0.72 0.143854
0.020831 0.72 0.144031
0.0200336 0.72 0.143961
0.0192659 0.72 0.144089
0.0185945 0.72 0.143985
0.0179524 0.72 0.14412
0.0173806 0.72 0.144033
0.12004 0.73 0.125647
0.0911424 0.78 0.118204
0.0780435 0.78 0.114518
0.0733628 0.78 0.111905
0.0658025 0.78 0.109454
0.0586723 0.81 0.107067
0.0536159 0.81 0.10444
0.0499756 0.84 0.102406
0.0472457 0.88 0.101098
0.0451266 0.88 0.0999191
0.0432427 0.88 0.0989901
0.0415402 0.88 0.0973636
0.0399467 0.88 0.0964279
0.0383551 0.88 0.0957154
0.0371187 0.88 0.0951354
0.0361753 0.88 0.0945133
0.0356717 0.88 0.0943453
0.0349658 0.88 0.0942401
0.0343754 0.88 0.0940786
0.0340649 0.88 0.0943539
0.0334151 0.88 0.0955973
0.0329827 0.9 0.0967699
0.0327219 0.88 0.0981922
0.0322218 0.88 0.0996416
0.0317858 0.88 0.101059
0.0314421 0.88 0.102591
0.162316 0.8 0.104629
0.117324 0.78 0.106636
0.106834 0.8 0.113829
0.102757 0.78 0.119749
0.0917473 0.8 0.127163
0.0849328 0.78 0.132878
0.0829545 0.8 0.135769
0.0804884 0.8 0.138786
0.0778078 0.8 0.141473
0.0745392 0.78 0.141787
0.0676517 0.78 0.142259
0.062225 0.78 0.142758
0.0585001 0.78 0.14173
0.0537842 0.73 0.141963
0.0502677 0.73 0.142561
0.0474514 0.73 0.141989
0.044242 0.73 0.142289
0.0415009 0.73 0.142683
0.0392404 0.73 0.142681
0.0370493 0.73 0.142205
0.0350812 0.73 0.142064
0.0332487 0.74 0.141855
0.0317444 0.73 0.142066
0.0303192 0.74 0.14182
0.029088 0.74 0.141208
0.0278438 0.74 0.141072
0.105712 0.76 0.117696
0.0834286 0.77 0.120471
0.0746195 0.77 0.122272
0.0688579 0.77 0.123121
0.0642417 0.77 0.124146
0.0603894 0.77 0.125326
0.0570972 0.77 0.127003
0.0543726 0.77 0.12822
0.0510514 0.77 0.128837
0.0473809 0.77 0.129061
0.043771 0.77 0.12923
0.0401905 0.77 0.128914
0.0365737 0.77 0.128215
0.0333382 0.79 0.127746
0.0311084 0.79 0.127359
0.0293227 0.79 0.126868
0.0276103 0.79 0.126243
0.0257993 0.79 0.125813
0.0244926 0.79 0.125502
0.0233945 0.79 0.125516
0.0225473 0.79 0.125369
0.0217714 0.79 0.125504
0.0211239 0.79 0.125546
0.0204854 0.79 0.125647
0.019866 0.79 0.12585
0.019355 0.79 0.126005
0.127053 0.82 0.119354
0.081535 0.82 0.12075
0.066428 0.79 0.123839
